,source,url,claim,ind_claim,jaccard_similarity,cosine_similarity,embedding_based_similarity,id
20,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
","They’ve introduced mandatory masks, social distancing and all these measures, closed primary schools and closed secondary schools, and closed non-essential shops, and yet nothing has worked. If all the other lockdowns haven’t worked, why would this be any different?”",0.05405405405405406,0.0,0.7359255213000478,301
21,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
",The reason why there are more cases is because they are testing more people.,0.0,0.0,0.6456599101711434,293
22,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
",The reason why there are more cases is because they are testing more people.,1.0,1.0,0.9999999592853553,293
23,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
",The reason why there are more cases is because they are testing more people.,0.09090909090909091,0.0,0.6902175604016082,293
24,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Bacterial pneumonia is caused by people wearing masks and is massively on the rise.
",The reason why there are more cases is because they are testing more people.,0.15384615384615385,0.09867961797986954,0.6616269218343194,293
25,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Suicides have increased during lockdown.
",The reason why there are more cases is because they are testing more people.,0.1111111111111111,0.0,0.5270100225973586,293
26,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.
",The reason why there are more cases is because they are testing more people.,0.058823529411764705,0.0,0.6536615349751907,293
27,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"A survey from Samaritans said one in four people had suicidal thoughts during lockdown.
",The reason why there are more cases is because they are testing more people.,0.13333333333333333,0.09269789668627057,0.7215888556299649,293
28,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children aren’t affected by Covid-19 and don’t transmit the virus.
",The reason why there are more cases is because they are testing more people.,0.08333333333333333,0.0,0.6071517229418356,293
29,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children won’t be allowed back to school unless they’ve been tested.
",The reason why there are more cases is because they are testing more people.,0.16666666666666666,0.0,0.803039892446658,293
30,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Up to 93% of PCR tests are false positives.
",The reason why there are more cases is because they are testing more people.,0.16666666666666666,0.0,0.611418622839799,293
31,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The government can introduce restrictions on Universal Credit where you can’t get it unless you get tested and unless you get a vaccine.
",The reason why there are more cases is because they are testing more people.,0.2,0.0,0.7320342175091658,293
32,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"53 million tests means that they have 53 millions people’s DNA on file.
",The reason why there are more cases is because they are testing more people.,0.25,0.07644962318959062,0.6963642622149636,293
33,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
",The reason why there are more cases is because they are testing more people.,0.05263157894736842,0.0,0.6676066694034628,293
34,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.046511627906976744,0.0,0.5239778620883391,300
35,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.07692307692307693,0.025155680294636967,0.7680734091358099,300
36,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.5,0.8350076276757157,0.9407920299791284,300
37,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Bacterial pneumonia is caused by people wearing masks and is massively on the rise.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.022727272727272728,0.0,0.699711224563635,300
38,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Suicides have increased during lockdown.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.02564102564102564,0.0,0.6351906940894068,300
39,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.043478260869565216,0.09455333121206345,0.7909767175573817,300
40,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"A survey from Samaritans said one in four people had suicidal thoughts during lockdown.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.021739130434782608,0.0,0.6452360399497602,300
41,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children aren’t affected by Covid-19 and don’t transmit the virus.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.04878048780487805,0.040407514680071206,0.6398701332819053,300
42,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children won’t be allowed back to school unless they’ve been tested.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.07317073170731707,0.040407514680071206,0.6943968057337143,300
43,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Up to 93% of PCR tests are false positives.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.07317073170731707,0.044666560769055244,0.598731709430275,300
44,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The government can introduce restrictions on Universal Credit where you can’t get it unless you get tested and unless you get a vaccine.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.06666666666666667,0.021468566099967328,0.6464155612252208,300
45,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"53 million tests means that they have 53 millions people’s DNA on file.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.0975609756097561,0.02837254569442062,0.7504600568842423,300
46,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
","They are saying in England there has been 2.2 million confirmed cases and 65,000 deaths. So out of those 65,000 deaths, 388 of those were under 60 and no pre-existing conditions. [...] This isn’t 65,000 deaths from covid, this is 65,000 deaths that had tested positive within coronavirus within 30 days of their death. So someone could have died of a heart attack or a stroke or cancer, but if they tested positive within 30 days then it will go down as [a Covid death].",0.06382978723404255,0.013886421497151321,0.6839352242676177,300
47,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.05555555555555555,0.0,0.5187339956512226,202
48,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.14285714285714285,0.09867961797986956,0.6616268506343629,202
49,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.07692307692307693,0.0,0.713489425857749,202
50,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Bacterial pneumonia is caused by people wearing masks and is massively on the rise.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.9,0.9999999999999999,0.999999951394845,202
51,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Suicides have increased during lockdown.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.07692307692307693,0.0,0.5509077295156382,202
52,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.047619047619047616,0.0,0.6709596830299287,202
53,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"A survey from Samaritans said one in four people had suicidal thoughts during lockdown.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.10526315789473684,0.0633548122219654,0.593555861784537,202
54,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children aren’t affected by Covid-19 and don’t transmit the virus.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.0625,0.0,0.6751840740734872,202
55,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children won’t be allowed back to school unless they’ve been tested.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.058823529411764705,0.0,0.5931888176395788,202
56,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Up to 93% of PCR tests are false positives.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.058823529411764705,0.0,0.480306283830042,202
57,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The government can introduce restrictions on Universal Credit where you can’t get it unless you get tested and unless you get a vaccine.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.047619047619047616,0.0,0.5937940017347194,202
58,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"53 million tests means that they have 53 millions people’s DNA on file.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.11764705882352941,0.052249853500008124,0.539553977996424,202
59,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
","Bacterial pneumonia, which is caused by people wearing masks, which is massively on the rise.",0.09090909090909091,0.0,0.5243025421556508,202
60,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.0,0.0,0.5366314681351918,310
61,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.038461538461538464,0.0,0.6816163717032613,310
62,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.02631578947368421,0.0,0.7649743901208843,310
63,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Bacterial pneumonia is caused by people wearing masks and is massively on the rise.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.034482758620689655,0.0,0.6644838530977043,310
64,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Suicides have increased during lockdown.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.13636363636363635,0.34591725602185563,0.7823779436526155,310
65,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.06451612903225806,0.02658809845355955,0.8005681086988193,310
66,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"A survey from Samaritans said one in four people had suicidal thoughts during lockdown.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.06666666666666667,0.0,0.6977586383285368,310
67,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children aren’t affected by Covid-19 and don’t transmit the virus.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.037037037037037035,0.0,0.5630909505101808,310
68,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children won’t be allowed back to school unless they’ve been tested.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.07407407407407407,0.03672681724811504,0.671326446531904,310
69,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Up to 93% of PCR tests are false positives.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.07407407407407407,0.0,0.4913490946009298,310
70,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The government can introduce restrictions on Universal Credit where you can’t get it unless you get tested and unless you get a vaccine.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.03125,0.0,0.6217762754203707,310
71,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"53 million tests means that they have 53 millions people’s DNA on file.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.034482758620689655,0.0,0.6267303111818646,310
72,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
",We have the highest rate of suicide since World War Two [...] Our suicides are as high now as they were back then [...] Male suicides are the highest for two decades and suicides in general have increased by up to 145%.,0.029411764705882353,0.0,0.6442579107698573,310
73,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.047619047619047616,0.07357474610589511,0.6093044728335877,275
74,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.11764705882352941,0.0,0.6536615064954229,275
75,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.06896551724137931,0.10334417560009007,0.7555907319591929,275
76,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Bacterial pneumonia is caused by people wearing masks and is massively on the rise.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.047619047619047616,0.0,0.670959756697938,275
77,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Suicides have increased during lockdown.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.21428571428571427,0.22555487220684337,0.755671749856372,275
78,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.9230769230769231,1.0000000000000002,1.0000000586954083,275
79,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"A survey from Samaritans said one in four people had suicidal thoughts during lockdown.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.09090909090909091,0.05355095314996731,0.6594952463637032,275
80,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children aren’t affected by Covid-19 and don’t transmit the virus.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.05263157894736842,0.06655924660794856,0.7115242810317082,275
81,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Children won’t be allowed back to school unless they’ve been tested.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.05,0.06655924660794856,0.7186764528901842,275
82,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Up to 93% of PCR tests are false positives.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.05,0.0,0.4828731883961431,275
83,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The government can introduce restrictions on Universal Credit where you can’t get it unless you get tested and unless you get a vaccine.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.08695652173913043,0.0,0.703914407794376,275
84,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"53 million tests means that they have 53 millions people’s DNA on file.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.047619047619047616,0.0,0.6481857380330157,275
85,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"Mental health is an exemption of Tier 4 and Tier 5 -- you can go out and see a friend, you can leave your house.
",The National Child Mortality Database identified deaths in under 18s increased dramatically in the first lockdown.,0.038461538461538464,0.0,0.6716802475292687,275
86,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"If all the other lockdowns haven’t worked, why would this one be any different?
","The Samaritans did a study of 3,077 adults from 18 to 60, and one in four said they had suicidal thoughts. [...] three out of four suffered with depression, anxiety, levels of defeat or severe loneliness. So three quarters of the people that they studied suffered from mental health effects of this lockdown",0.07894736842105263,0.08666900057754218,0.588597908895854,277
87,fullfact,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,"The reason why there are more cases is because they are testing more people.
","The Samaritans did a study of 3,077 adults from 18 to 60, and one in four said they had suicidal thoughts. [...] three out of four suffered with depression, anxiety, levels of defeat or severe loneliness. So three quarters of the people that they studied suffered from mental health effects of this lockdown",0.08571428571428572,0.04602459262732952,0.7293569397575825,277
